values; percentile
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.00; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.01; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
0.02; 0.00
